id,10_a_please_judge_whether_this_sentence_is_prorussia,10_b_please_judge_whether_this_sentence_is_prowest,11_a_please_judge_whether_this_sentence_is_prorussia,11_b_please_judge_whether_this_sentence_is_prowest,12_a_please_judge_whether_this_sentence_is_prorussia,12_b_please_judge_whether_this_sentence_is_prowest,13_a_please_judge_whether_this_sentence_is_prorussia,13_b_please_judge_whether_this_sentence_is_prowest,14_a_please_judge_whether_this_sentence_is_prorussia,14_b_please_judge_whether_this_sentence_is_prowest,15_a_please_judge_whether_this_sentence_is_prorussia,15_b_please_judge_whether_this_sentence_is_prowest,16_a_please_judge_whether_this_sentence_is_prorussia,16_b_please_judge_whether_this_sentence_is_prowest,17_a_please_judge_whether_this_sentence_is_prorussia,17_b_please_judge_whether_this_sentence_is_prowest,1_a_please_judge_whether_this_sentence_is_prorussia,1_b_please_judge_whether_this_sentence_is_prowest,2_a_please_judge_whether_this_sentence_is_prorussia,2_b_please_judge_whether_this_sentence_is_prowest,3_a_please_judge_whether_this_sentence_is_prorussia,3_b_please_judge_whether_this_sentence_is_prowest,4_a_please_judge_whether_this_sentence_is_prorussia,4_b_please_judge_whether_this_sentence_is_prowest,5_a_please_judge_whether_this_sentence_is_prorussia,5_b_please_judge_whether_this_sentence_is_prowest,6_a_please_judge_whether_this_sentence_is_prorussia,6_b_please_judge_whether_this_sentence_is_prowest,7_a_please_judge_whether_this_sentence_is_prorussia,7_b_please_judge_whether_this_sentence_is_prowest,8_a_please_judge_whether_this_sentence_is_prorussia,8_b_please_judge_whether_this_sentence_is_prowest,9_a_please_judge_whether_this_sentence_is_prorussia,9_b_please_judge_whether_this_sentence_is_prowest,article_id,event,sent_0,sent_1,sent_10,sent_11,sent_12,sent_13,sent_14,sent_15,sent_2,sent_3,sent_4,sent_5,sent_6,sent_7,sent_8,sent_9,title,_unit_id,_created_at,_golden,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip
5546334548,1,1,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ukr_2160,Euromaidan,"KIEV, October 25 (RIA Novosti) - The ceasefire agreement in southeastern Ukraine benefited the country's defense capabilities, but there is no military solution for the crisis, the Saturday appeal of the Ukrainian President Petro Poroshenko stated.","""The decision on the ceasefire primarily benefited defense capabilities...",,,,,,,"And today we are much stronger than we were six weeks ago,"" the statement said.","According to Poroshenko, only a political settlement can bring back Ukraine's southeastern regions, ""where there is no military solution to the problem.""","""Therefore, no carping, - no matter how sharp and painful it may be - will not stop me from finding a peaceful way out of this situation,"" the appeal said.",The crisis in Ukraine escalated in mid-April when Kiev launched a military operation against independence supporters in the country’s southeastern regions.,"On September 5, during a meeting of representatives from Ukraine, Russia and the Organization for Security and Co-operation in Europe ( OSCE ) in Minsk, a ceasefire agreement was signed between Kiev and Ukraine’s self-proclaimed people’s republics of Donetsk and Luhansk.",Additional ceasefire provisions were agreed upon during the second meeting of the Contact Group on Ukraine held in Minsk on September 19.,"Since then, both the Kiev forces and independence fighters repeatedly accused each other of violating the truce.",,Poroshenko: Ceasefire in Southeastern Ukraine Benefited Country's Defense Capabilities,2701794355,3/30/2020 11:18:12,false,,3/30/2020 11:17:55,false,feca,0.2857,45602016,USA,TX,Dallas,172.241.131.137
5546334671,1,1,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ukr_2160,Euromaidan,"KIEV, October 25 (RIA Novosti) - The ceasefire agreement in southeastern Ukraine benefited the country's defense capabilities, but there is no military solution for the crisis, the Saturday appeal of the Ukrainian President Petro Poroshenko stated.","""The decision on the ceasefire primarily benefited defense capabilities...",,,,,,,"And today we are much stronger than we were six weeks ago,"" the statement said.","According to Poroshenko, only a political settlement can bring back Ukraine's southeastern regions, ""where there is no military solution to the problem.""","""Therefore, no carping, - no matter how sharp and painful it may be - will not stop me from finding a peaceful way out of this situation,"" the appeal said.",The crisis in Ukraine escalated in mid-April when Kiev launched a military operation against independence supporters in the country’s southeastern regions.,"On September 5, during a meeting of representatives from Ukraine, Russia and the Organization for Security and Co-operation in Europe ( OSCE ) in Minsk, a ceasefire agreement was signed between Kiev and Ukraine’s self-proclaimed people’s republics of Donetsk and Luhansk.",Additional ceasefire provisions were agreed upon during the second meeting of the Contact Group on Ukraine held in Minsk on September 19.,"Since then, both the Kiev forces and independence fighters repeatedly accused each other of violating the truce.",,Poroshenko: Ceasefire in Southeastern Ukraine Benefited Country's Defense Capabilities,2701794355,3/30/2020 11:18:21,false,,3/30/2020 11:17:54,false,feca,0.2857,45353089,VEN,25,Caracas,186.167.249.20
5546334824,1,1,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ukr_2160,Euromaidan,"KIEV, October 25 (RIA Novosti) - The ceasefire agreement in southeastern Ukraine benefited the country's defense capabilities, but there is no military solution for the crisis, the Saturday appeal of the Ukrainian President Petro Poroshenko stated.","""The decision on the ceasefire primarily benefited defense capabilities...",,,,,,,"And today we are much stronger than we were six weeks ago,"" the statement said.","According to Poroshenko, only a political settlement can bring back Ukraine's southeastern regions, ""where there is no military solution to the problem.""","""Therefore, no carping, - no matter how sharp and painful it may be - will not stop me from finding a peaceful way out of this situation,"" the appeal said.",The crisis in Ukraine escalated in mid-April when Kiev launched a military operation against independence supporters in the country’s southeastern regions.,"On September 5, during a meeting of representatives from Ukraine, Russia and the Organization for Security and Co-operation in Europe ( OSCE ) in Minsk, a ceasefire agreement was signed between Kiev and Ukraine’s self-proclaimed people’s republics of Donetsk and Luhansk.",Additional ceasefire provisions were agreed upon during the second meeting of the Contact Group on Ukraine held in Minsk on September 19.,"Since then, both the Kiev forces and independence fighters repeatedly accused each other of violating the truce.",,Poroshenko: Ceasefire in Southeastern Ukraine Benefited Country's Defense Capabilities,2701794355,3/30/2020 11:18:37,false,,3/30/2020 11:17:49,false,feca,0.2857,45438289,VEN,25,Caracas,186.167.250.65
5546334882,1,1,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ukr_2160,Euromaidan,"KIEV, October 25 (RIA Novosti) - The ceasefire agreement in southeastern Ukraine benefited the country's defense capabilities, but there is no military solution for the crisis, the Saturday appeal of the Ukrainian President Petro Poroshenko stated.","""The decision on the ceasefire primarily benefited defense capabilities...",,,,,,,"And today we are much stronger than we were six weeks ago,"" the statement said.","According to Poroshenko, only a political settlement can bring back Ukraine's southeastern regions, ""where there is no military solution to the problem.""","""Therefore, no carping, - no matter how sharp and painful it may be - will not stop me from finding a peaceful way out of this situation,"" the appeal said.",The crisis in Ukraine escalated in mid-April when Kiev launched a military operation against independence supporters in the country’s southeastern regions.,"On September 5, during a meeting of representatives from Ukraine, Russia and the Organization for Security and Co-operation in Europe ( OSCE ) in Minsk, a ceasefire agreement was signed between Kiev and Ukraine’s self-proclaimed people’s republics of Donetsk and Luhansk.",Additional ceasefire provisions were agreed upon during the second meeting of the Contact Group on Ukraine held in Minsk on September 19.,"Since then, both the Kiev forces and independence fighters repeatedly accused each other of violating the truce.",,Poroshenko: Ceasefire in Southeastern Ukraine Benefited Country's Defense Capabilities,2701794355,3/30/2020 11:18:42,false,,3/30/2020 11:17:42,false,feca,0.2857,45597744,USA,NY,New York,172.241.168.235
5546335174,1,1,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ukr_2160,Euromaidan,"KIEV, October 25 (RIA Novosti) - The ceasefire agreement in southeastern Ukraine benefited the country's defense capabilities, but there is no military solution for the crisis, the Saturday appeal of the Ukrainian President Petro Poroshenko stated.","""The decision on the ceasefire primarily benefited defense capabilities...",,,,,,,"And today we are much stronger than we were six weeks ago,"" the statement said.","According to Poroshenko, only a political settlement can bring back Ukraine's southeastern regions, ""where there is no military solution to the problem.""","""Therefore, no carping, - no matter how sharp and painful it may be - will not stop me from finding a peaceful way out of this situation,"" the appeal said.",The crisis in Ukraine escalated in mid-April when Kiev launched a military operation against independence supporters in the country’s southeastern regions.,"On September 5, during a meeting of representatives from Ukraine, Russia and the Organization for Security and Co-operation in Europe ( OSCE ) in Minsk, a ceasefire agreement was signed between Kiev and Ukraine’s self-proclaimed people’s republics of Donetsk and Luhansk.",Additional ceasefire provisions were agreed upon during the second meeting of the Contact Group on Ukraine held in Minsk on September 19.,"Since then, both the Kiev forces and independence fighters repeatedly accused each other of violating the truce.",,Poroshenko: Ceasefire in Southeastern Ukraine Benefited Country's Defense Capabilities,2701794355,3/30/2020 11:19:09,false,,3/30/2020 11:17:47,false,feca,0.2857,45259794,VEN,25,Caracas,190.205.175.45
5546334756,1,1,1,1,1,1,1,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ukr_2064,Euromaidan,"Three pro-federalization supporters from eastern Ukraine’s Luhansk who had laid down their arms have been absolved of criminal responsibility, Andriy Senchenko, acting Deputy Head of the Ukrainian Presidential Administration said Wednesday.","KIEV, May 14 (RIA Novosti) – Three pro-federalization supporters from eastern Ukraine’s Luhansk who had laid down their arms have been absolved of criminal responsibility, Andriy Senchenko, acting Deputy Head of the Ukrainian Presidential Administration said Wednesday.",The Kremlin said in a statement Monday it respected the will of the people in Ukraine’s southeast and urged the regime in Kiev to do the same.,The Kremlin said it condemned “the use of force including military hardware against peaceful citizens which led to deaths” during the referendums.,,,,,"“So to speak, we managed to persuade three people out of 47 with whom we had been negotiating to lay down arms.","And prosecutors found the way to exempt them from criminal liability,"" Senchenko told reporters.","The interim Ukraine authorities are prepared to grant individual amnesty to every protester, provided that they were not involved in the perpetration of serious crimes, he said.",The Ukrainian Party of Regions has repeatedly demanded parliament pass an amnesty law for all protesters in the southeast of the country.,Kiev authorities claimed they are ready to grant amnesty to the federalization supporters but only under condition that they lay down their arms and leave the government buildings they are holding.,The law has yet to be reviewed by parliament.,The Donetsk and Luhansk regions have declared independence from Ukraine based on the results of referendums held on Sunday.,The decision was immediately declared illegal by the US and EU.,Kiev Says Amnestied 3 Luhansk Federalists Who Laid Down Arms,2701794356,3/30/2020 11:18:28,false,,3/30/2020 11:18:10,false,feca,0.2857,45438622,COL,32,Yopal,181.53.17.140
5546335204,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ukr_2064,Euromaidan,"Three pro-federalization supporters from eastern Ukraine’s Luhansk who had laid down their arms have been absolved of criminal responsibility, Andriy Senchenko, acting Deputy Head of the Ukrainian Presidential Administration said Wednesday.","KIEV, May 14 (RIA Novosti) – Three pro-federalization supporters from eastern Ukraine’s Luhansk who had laid down their arms have been absolved of criminal responsibility, Andriy Senchenko, acting Deputy Head of the Ukrainian Presidential Administration said Wednesday.",The Kremlin said in a statement Monday it respected the will of the people in Ukraine’s southeast and urged the regime in Kiev to do the same.,The Kremlin said it condemned “the use of force including military hardware against peaceful citizens which led to deaths” during the referendums.,,,,,"“So to speak, we managed to persuade three people out of 47 with whom we had been negotiating to lay down arms.","And prosecutors found the way to exempt them from criminal liability,"" Senchenko told reporters.","The interim Ukraine authorities are prepared to grant individual amnesty to every protester, provided that they were not involved in the perpetration of serious crimes, he said.",The Ukrainian Party of Regions has repeatedly demanded parliament pass an amnesty law for all protesters in the southeast of the country.,Kiev authorities claimed they are ready to grant amnesty to the federalization supporters but only under condition that they lay down their arms and leave the government buildings they are holding.,The law has yet to be reviewed by parliament.,The Donetsk and Luhansk regions have declared independence from Ukraine based on the results of referendums held on Sunday.,The decision was immediately declared illegal by the US and EU.,Kiev Says Amnestied 3 Luhansk Federalists Who Laid Down Arms,2701794356,3/30/2020 11:19:12,false,,3/30/2020 11:18:03,false,clixsense,0.2857,44812982,TUR,71,Konya,176.240.100.89
5546361128,1,1,1,1,1,1,1,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ukr_2064,Euromaidan,"Three pro-federalization supporters from eastern Ukraine’s Luhansk who had laid down their arms have been absolved of criminal responsibility, Andriy Senchenko, acting Deputy Head of the Ukrainian Presidential Administration said Wednesday.","KIEV, May 14 (RIA Novosti) – Three pro-federalization supporters from eastern Ukraine’s Luhansk who had laid down their arms have been absolved of criminal responsibility, Andriy Senchenko, acting Deputy Head of the Ukrainian Presidential Administration said Wednesday.",The Kremlin said in a statement Monday it respected the will of the people in Ukraine’s southeast and urged the regime in Kiev to do the same.,The Kremlin said it condemned “the use of force including military hardware against peaceful citizens which led to deaths” during the referendums.,,,,,"“So to speak, we managed to persuade three people out of 47 with whom we had been negotiating to lay down arms.","And prosecutors found the way to exempt them from criminal liability,"" Senchenko told reporters.","The interim Ukraine authorities are prepared to grant individual amnesty to every protester, provided that they were not involved in the perpetration of serious crimes, he said.",The Ukrainian Party of Regions has repeatedly demanded parliament pass an amnesty law for all protesters in the southeast of the country.,Kiev authorities claimed they are ready to grant amnesty to the federalization supporters but only under condition that they lay down their arms and leave the government buildings they are holding.,The law has yet to be reviewed by parliament.,The Donetsk and Luhansk regions have declared independence from Ukraine based on the results of referendums held on Sunday.,The decision was immediately declared illegal by the US and EU.,Kiev Says Amnestied 3 Luhansk Federalists Who Laid Down Arms,2701794356,3/30/2020 12:14:41,false,,3/30/2020 12:13:45,false,feca,0.2857,45597744,USA,NY,New York,172.241.168.235
5546364806,1,1,1,1,1,1,1,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ukr_2064,Euromaidan,"Three pro-federalization supporters from eastern Ukraine’s Luhansk who had laid down their arms have been absolved of criminal responsibility, Andriy Senchenko, acting Deputy Head of the Ukrainian Presidential Administration said Wednesday.","KIEV, May 14 (RIA Novosti) – Three pro-federalization supporters from eastern Ukraine’s Luhansk who had laid down their arms have been absolved of criminal responsibility, Andriy Senchenko, acting Deputy Head of the Ukrainian Presidential Administration said Wednesday.",The Kremlin said in a statement Monday it respected the will of the people in Ukraine’s southeast and urged the regime in Kiev to do the same.,The Kremlin said it condemned “the use of force including military hardware against peaceful citizens which led to deaths” during the referendums.,,,,,"“So to speak, we managed to persuade three people out of 47 with whom we had been negotiating to lay down arms.","And prosecutors found the way to exempt them from criminal liability,"" Senchenko told reporters.","The interim Ukraine authorities are prepared to grant individual amnesty to every protester, provided that they were not involved in the perpetration of serious crimes, he said.",The Ukrainian Party of Regions has repeatedly demanded parliament pass an amnesty law for all protesters in the southeast of the country.,Kiev authorities claimed they are ready to grant amnesty to the federalization supporters but only under condition that they lay down their arms and leave the government buildings they are holding.,The law has yet to be reviewed by parliament.,The Donetsk and Luhansk regions have declared independence from Ukraine based on the results of referendums held on Sunday.,The decision was immediately declared illegal by the US and EU.,Kiev Says Amnestied 3 Luhansk Federalists Who Laid Down Arms,2701794356,3/30/2020 12:22:29,false,,3/30/2020 12:13:45,false,feca,0.2857,45710263,USA,MO,Saint Louis,65.175.106.2
5547670800,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ukr_2064,Euromaidan,"Three pro-federalization supporters from eastern Ukraine’s Luhansk who had laid down their arms have been absolved of criminal responsibility, Andriy Senchenko, acting Deputy Head of the Ukrainian Presidential Administration said Wednesday.","KIEV, May 14 (RIA Novosti) – Three pro-federalization supporters from eastern Ukraine’s Luhansk who had laid down their arms have been absolved of criminal responsibility, Andriy Senchenko, acting Deputy Head of the Ukrainian Presidential Administration said Wednesday.",The Kremlin said in a statement Monday it respected the will of the people in Ukraine’s southeast and urged the regime in Kiev to do the same.,The Kremlin said it condemned “the use of force including military hardware against peaceful citizens which led to deaths” during the referendums.,,,,,"“So to speak, we managed to persuade three people out of 47 with whom we had been negotiating to lay down arms.","And prosecutors found the way to exempt them from criminal liability,"" Senchenko told reporters.","The interim Ukraine authorities are prepared to grant individual amnesty to every protester, provided that they were not involved in the perpetration of serious crimes, he said.",The Ukrainian Party of Regions has repeatedly demanded parliament pass an amnesty law for all protesters in the southeast of the country.,Kiev authorities claimed they are ready to grant amnesty to the federalization supporters but only under condition that they lay down their arms and leave the government buildings they are holding.,The law has yet to be reviewed by parliament.,The Donetsk and Luhansk regions have declared independence from Ukraine based on the results of referendums held on Sunday.,The decision was immediately declared illegal by the US and EU.,Kiev Says Amnestied 3 Luhansk Federalists Who Laid Down Arms,2701794356,3/31/2020 09:08:07,false,,3/31/2020 08:53:12,false,neodev,0.6,45708450,VEN,8,Tinaquillo,200.84.148.132
5546334759,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ukr_2020,Euromaidan,"LUHANSK, July 27 (RIA Novosti) - Nine coal mines have been temporarily closed and 3,000 miners have been evacuated in Ukraine's eastern region of Luhansk due to the threat of a power outage, leaving no working mines in the region, a local news portal CityNews reported on Sunday.","""The mining had to be stopped and people brought to the surface because two high-voltage power lines that belong to Ukrenergo have been damaged as a result of military action,"" the report said.",,,,,,,"""A total of 3,000 people were evacuated.","Until the threat of the power being cut off is extinguished, the mines will work in the life-support regime (ventilation and unwatering),"" the report said.","Four other mines have already suspended work in the Luhansk Region since July 11, after the death of miners following a bus explosion and due to the ongoing military action near the enterprise.",Kiev authorities launched a special military operation in eastern Ukraine in mid-April in a crackdown on the independence movement.,The fighting intensified after Donetsk and Luhansk regions proclaimed themselves independent people’s republics.,"Hundreds of people, including civilians have died in both regions over the past months.",Moscow has described the ongoing military action as a punitive operation and has repeatedly called on Kiev to put an immediate end to the bloodshed.,Russia’s Foreign Ministry has also urged the international community to intervene and investigate the crimes against humanity that occurred in Ukraine in recent months.,Luhansk Region Closes Nine Coal Mines Over Power Outage Risk,2701794357,3/30/2020 11:18:28,false,,3/30/2020 11:18:10,false,feca,0.2857,45438622,COL,32,Yopal,181.53.17.140
5546335207,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ukr_2020,Euromaidan,"LUHANSK, July 27 (RIA Novosti) - Nine coal mines have been temporarily closed and 3,000 miners have been evacuated in Ukraine's eastern region of Luhansk due to the threat of a power outage, leaving no working mines in the region, a local news portal CityNews reported on Sunday.","""The mining had to be stopped and people brought to the surface because two high-voltage power lines that belong to Ukrenergo have been damaged as a result of military action,"" the report said.",,,,,,,"""A total of 3,000 people were evacuated.","Until the threat of the power being cut off is extinguished, the mines will work in the life-support regime (ventilation and unwatering),"" the report said.","Four other mines have already suspended work in the Luhansk Region since July 11, after the death of miners following a bus explosion and due to the ongoing military action near the enterprise.",Kiev authorities launched a special military operation in eastern Ukraine in mid-April in a crackdown on the independence movement.,The fighting intensified after Donetsk and Luhansk regions proclaimed themselves independent people’s republics.,"Hundreds of people, including civilians have died in both regions over the past months.",Moscow has described the ongoing military action as a punitive operation and has repeatedly called on Kiev to put an immediate end to the bloodshed.,Russia’s Foreign Ministry has also urged the international community to intervene and investigate the crimes against humanity that occurred in Ukraine in recent months.,Luhansk Region Closes Nine Coal Mines Over Power Outage Risk,2701794357,3/30/2020 11:19:12,false,,3/30/2020 11:18:03,false,clixsense,0.2857,44812982,TUR,71,Konya,176.240.100.89
5546361129,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,ukr_2020,Euromaidan,"LUHANSK, July 27 (RIA Novosti) - Nine coal mines have been temporarily closed and 3,000 miners have been evacuated in Ukraine's eastern region of Luhansk due to the threat of a power outage, leaving no working mines in the region, a local news portal CityNews reported on Sunday.","""The mining had to be stopped and people brought to the surface because two high-voltage power lines that belong to Ukrenergo have been damaged as a result of military action,"" the report said.",,,,,,,"""A total of 3,000 people were evacuated.","Until the threat of the power being cut off is extinguished, the mines will work in the life-support regime (ventilation and unwatering),"" the report said.","Four other mines have already suspended work in the Luhansk Region since July 11, after the death of miners following a bus explosion and due to the ongoing military action near the enterprise.",Kiev authorities launched a special military operation in eastern Ukraine in mid-April in a crackdown on the independence movement.,The fighting intensified after Donetsk and Luhansk regions proclaimed themselves independent people’s republics.,"Hundreds of people, including civilians have died in both regions over the past months.",Moscow has described the ongoing military action as a punitive operation and has repeatedly called on Kiev to put an immediate end to the bloodshed.,Russia’s Foreign Ministry has also urged the international community to intervene and investigate the crimes against humanity that occurred in Ukraine in recent months.,Luhansk Region Closes Nine Coal Mines Over Power Outage Risk,2701794357,3/30/2020 12:14:41,false,,3/30/2020 12:13:45,false,feca,0.2857,45597744,USA,NY,New York,172.241.168.235
5546364807,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ukr_2020,Euromaidan,"LUHANSK, July 27 (RIA Novosti) - Nine coal mines have been temporarily closed and 3,000 miners have been evacuated in Ukraine's eastern region of Luhansk due to the threat of a power outage, leaving no working mines in the region, a local news portal CityNews reported on Sunday.","""The mining had to be stopped and people brought to the surface because two high-voltage power lines that belong to Ukrenergo have been damaged as a result of military action,"" the report said.",,,,,,,"""A total of 3,000 people were evacuated.","Until the threat of the power being cut off is extinguished, the mines will work in the life-support regime (ventilation and unwatering),"" the report said.","Four other mines have already suspended work in the Luhansk Region since July 11, after the death of miners following a bus explosion and due to the ongoing military action near the enterprise.",Kiev authorities launched a special military operation in eastern Ukraine in mid-April in a crackdown on the independence movement.,The fighting intensified after Donetsk and Luhansk regions proclaimed themselves independent people’s republics.,"Hundreds of people, including civilians have died in both regions over the past months.",Moscow has described the ongoing military action as a punitive operation and has repeatedly called on Kiev to put an immediate end to the bloodshed.,Russia’s Foreign Ministry has also urged the international community to intervene and investigate the crimes against humanity that occurred in Ukraine in recent months.,Luhansk Region Closes Nine Coal Mines Over Power Outage Risk,2701794357,3/30/2020 12:22:29,false,,3/30/2020 12:13:45,false,feca,0.2857,45710263,USA,MO,Saint Louis,65.175.106.2
5547670798,3,0,3,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ukr_2020,Euromaidan,"LUHANSK, July 27 (RIA Novosti) - Nine coal mines have been temporarily closed and 3,000 miners have been evacuated in Ukraine's eastern region of Luhansk due to the threat of a power outage, leaving no working mines in the region, a local news portal CityNews reported on Sunday.","""The mining had to be stopped and people brought to the surface because two high-voltage power lines that belong to Ukrenergo have been damaged as a result of military action,"" the report said.",,,,,,,"""A total of 3,000 people were evacuated.","Until the threat of the power being cut off is extinguished, the mines will work in the life-support regime (ventilation and unwatering),"" the report said.","Four other mines have already suspended work in the Luhansk Region since July 11, after the death of miners following a bus explosion and due to the ongoing military action near the enterprise.",Kiev authorities launched a special military operation in eastern Ukraine in mid-April in a crackdown on the independence movement.,The fighting intensified after Donetsk and Luhansk regions proclaimed themselves independent people’s republics.,"Hundreds of people, including civilians have died in both regions over the past months.",Moscow has described the ongoing military action as a punitive operation and has repeatedly called on Kiev to put an immediate end to the bloodshed.,Russia’s Foreign Ministry has also urged the international community to intervene and investigate the crimes against humanity that occurred in Ukraine in recent months.,Luhansk Region Closes Nine Coal Mines Over Power Outage Risk,2701794357,3/31/2020 09:08:07,false,,3/31/2020 08:53:12,false,neodev,0.6,45708450,VEN,8,Tinaquillo,200.84.148.132
5546334758,1,1,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ukr_2029,Euromaidan,"MOSCOW, August 8 (RIA Novosti) — Russia considers Kiev’s decision to suspend the ceasefire at the crash site of the Malaysian Boeing passenger plane in eastern Ukraine a violation of a UN Security Council resolution demanding the cessation of all combat action in the area, the Foreign Ministry said Friday.","“It [the decision] is a clear violation of the Resolution 2166, which has demanded an immediate stop to combat around the site,"" the ministry said in a statement.",,,,,,,"The Ukrainian government announced that the ceasefire at the site will be interrupted ""until the second phase of the investigation.”","Earlier on Friday, however, Ukraine’s Cabinet of Ministers said the ceasefire in the 20-kilometer (12.4-mile) zone around the crash site is still in effect and that Ukrainian troops would not launch military activities there.","A group of international investigators Thursday decided to suspend their work in the area where Malaysia Airlines Flight MH17 crashed on July 17, killing all 298 people on board.","The plane, en route from Amsterdam to Kuala Lumpur, carried nearly 200 Dutch citizens.",The Dutch authorities announced that the search for the remains of the crash victims was halted due to the dangerous situation around the crash site and will resume once the security situation allows.,"Kiev authorities and independence supporters have been blaming each other for the downing of the plane, with independence supporters insisting they lacked the means to shoot down a target flying at that height.","The US continues to blame Russia, which allegedly provided weapons to the independence forces.",,Kiev's Refusal to Maintain Ceasefire at MH17 Crash Site Violates UNSC Resolution - Russia,2701794358,3/30/2020 11:18:28,false,,3/30/2020 11:18:10,false,feca,0.2857,45438622,COL,32,Yopal,181.53.17.140
5546335208,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ukr_2029,Euromaidan,"MOSCOW, August 8 (RIA Novosti) — Russia considers Kiev’s decision to suspend the ceasefire at the crash site of the Malaysian Boeing passenger plane in eastern Ukraine a violation of a UN Security Council resolution demanding the cessation of all combat action in the area, the Foreign Ministry said Friday.","“It [the decision] is a clear violation of the Resolution 2166, which has demanded an immediate stop to combat around the site,"" the ministry said in a statement.",,,,,,,"The Ukrainian government announced that the ceasefire at the site will be interrupted ""until the second phase of the investigation.”","Earlier on Friday, however, Ukraine’s Cabinet of Ministers said the ceasefire in the 20-kilometer (12.4-mile) zone around the crash site is still in effect and that Ukrainian troops would not launch military activities there.","A group of international investigators Thursday decided to suspend their work in the area where Malaysia Airlines Flight MH17 crashed on July 17, killing all 298 people on board.","The plane, en route from Amsterdam to Kuala Lumpur, carried nearly 200 Dutch citizens.",The Dutch authorities announced that the search for the remains of the crash victims was halted due to the dangerous situation around the crash site and will resume once the security situation allows.,"Kiev authorities and independence supporters have been blaming each other for the downing of the plane, with independence supporters insisting they lacked the means to shoot down a target flying at that height.","The US continues to blame Russia, which allegedly provided weapons to the independence forces.",,Kiev's Refusal to Maintain Ceasefire at MH17 Crash Site Violates UNSC Resolution - Russia,2701794358,3/30/2020 11:19:12,false,,3/30/2020 11:18:03,false,clixsense,0.2857,44812982,TUR,71,Konya,176.240.100.89
5546361125,1,1,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ukr_2029,Euromaidan,"MOSCOW, August 8 (RIA Novosti) — Russia considers Kiev’s decision to suspend the ceasefire at the crash site of the Malaysian Boeing passenger plane in eastern Ukraine a violation of a UN Security Council resolution demanding the cessation of all combat action in the area, the Foreign Ministry said Friday.","“It [the decision] is a clear violation of the Resolution 2166, which has demanded an immediate stop to combat around the site,"" the ministry said in a statement.",,,,,,,"The Ukrainian government announced that the ceasefire at the site will be interrupted ""until the second phase of the investigation.”","Earlier on Friday, however, Ukraine’s Cabinet of Ministers said the ceasefire in the 20-kilometer (12.4-mile) zone around the crash site is still in effect and that Ukrainian troops would not launch military activities there.","A group of international investigators Thursday decided to suspend their work in the area where Malaysia Airlines Flight MH17 crashed on July 17, killing all 298 people on board.","The plane, en route from Amsterdam to Kuala Lumpur, carried nearly 200 Dutch citizens.",The Dutch authorities announced that the search for the remains of the crash victims was halted due to the dangerous situation around the crash site and will resume once the security situation allows.,"Kiev authorities and independence supporters have been blaming each other for the downing of the plane, with independence supporters insisting they lacked the means to shoot down a target flying at that height.","The US continues to blame Russia, which allegedly provided weapons to the independence forces.",,Kiev's Refusal to Maintain Ceasefire at MH17 Crash Site Violates UNSC Resolution - Russia,2701794358,3/30/2020 12:14:41,false,,3/30/2020 12:13:45,false,feca,0.2857,45597744,USA,NY,New York,172.241.168.235
